m,year,GOV,Cash/TA
1418 東華,1995,4.36,0.220548451
1418 東華,1996,4.3,0.2528582
1418 東華,1997,3.54,0.210940777
1418 東華,1998,2.44,0.103557466
1418 東華,1999,1.99,0.077828984
1418 東華,2000,1.94,0.053130557
1418 東華,2006,0,0.004783849
1418 東華,2002,0,0.005300381
1418 東華,2003,36.74,0.007542789
1418 東華,2004,21.92,0.017559835
1418 東華,2005,30.49,0.0244732
1418 東華,2006,30.49,0.039571426
1418 東華,2007,22.07,0.017560925
1418 東華,2008,22.07,0.003169691
1418 東華,2009,19.99,0.026636061
1418 東華,2010,18.3,0.026774002
1418 東華,2011,18.73,0.030257884
1419 新紡,1991,0.66,0.010364091
1419 新紡,2001,0.58,0.009908513
1419 新紡,1993,0.91,0.012848457
1419 新紡,1994,0.94,0.011242912
1419 新紡,1995,0.93,0.003581765
1419 新紡,1996,0.93,0.008211304
1419 新紡,1997,12.97,0.010617747
1419 新紡,1998,13.07,0.041105624
1419 新紡,1999,13,0.030879874
1419 新紡,2000,13,0.029175638
1419 新紡,2001,13,0.010299524
1419 新紡,2002,26.54,0.010484755
1419 新紡,2003,26.58,0.004025471
1419 新紡,2004,26.67,0.006948442
1419 新紡,2005,20.64,0.012258006
1419 新紡,2006,25.07,0.012768505
1419 新紡,2007,34.53,0.005975206
1419 新紡,2008,35.05,0.01027584
1419 新紡,2009,35.51,0.008529668
1419 新紡,2010,35.88,0.011987578
1419 新紡,2011,40.42,0.019391502
1423 利華,1991,0.67,0.249536334
1423 利華,1992,0.67,0.278281023
1423 利華,1993,0.74,0.135434995
1423 利華,1994,0.8,0.158909584
1423 利華,1995,0.06,0.159774618
1423 利華,1996,0.06,0.066779082
1423 利華,1997,0.06,0.066470889
1423 利華,1998,0.09,0.040928755
1423 利華,1999,0.09,0.001245737
1423 利華,2000,0.09,0.081931551
1423 利華,2001,0.1,0.064349637
1423 利華,2002,21.19,0.001590704
1423 利華,2003,20.14,0.00212145
1423 利華,2004,20.06,0.000834979
1423 利華,2005,20.85,0.015496272
1423 利華,2006,16.98,0.013203597
1423 利華,2007,18.71,0.123996544
1423 利華,2008,16.13,0.187389418
1423 利華,2009,16.91,0.26163669
1423 利華,2010,17.57,0.317675645
1423 利華,2011,18.28,0.168168528
1432 大魯閣,1991,0,0.187294363
1432 大魯閣,1992,0,0.017433278
1432 大魯閣,1993,0,0.01734755
1432 大魯閣,1994,1.42,0.009333436
1432 大魯閣,1995,12.62,0.01993834
1432 大魯閣,1996,11.38,0.01869454
1432 大魯閣,1997,44.65,0.009783122
1432 大魯閣,1998,47.55,0.012448483
1432 大魯閣,1999,36.57,0.010077328
1432 大魯閣,2000,36.35,0.009642456
1432 大魯閣,2001,59.15,0.003437662
1432 大魯閣,2002,59.76,0.005239272
1432 大魯閣,2003,47.43,0.00645416
1432 大魯閣,2004,47.08,0.005599372
1432 大魯閣,2005,46.79,0.000607573
1432 大魯閣,2006,33.71,0.000447623
1432 大魯閣,2007,48.58,0.001373513
1432 大魯閣,2008,43.21,0.001220982
1432 大魯閣,2009,51.57,0.000288073
1432 大魯閣,2010,52.36,0.018624752
1432 大魯閣,2011,44.9,0.000910562
1434 福懋,1991,0,0.07216659
1434 福懋,1992,0,0.048568466
1434 福懋,1993,0,0.077020913
1434 福懋,1994,0,0.070185327
1434 福懋,1995,0,0.013108162
1434 福懋,1996,0,0.019029447
1434 福懋,1997,0,0.014199163
1434 福懋,1998,0,0.014316816
1434 福懋,1999,25.32,0.00913327
1434 福懋,2000,24.11,0.031904909
1434 福懋,2001,22.75,0.021012917
1434 福懋,2002,21.05,0.025908705
1434 福懋,2003,24.5,0.021792861
1434 福懋,2004,24.29,0.025314885
1434 福懋,2005,22.92,0.0298447
1434 福懋,2006,20.93,0.015338693
1434 福懋,2007,18.89,0.010319612
1434 福懋,2008,18.68,0.033912201
1434 福懋,2009,19.23,0.015458282
1434 福懋,2010,20.42,0.016123775
1434 福懋,2011,19.85,0.012725167
1438 裕豐,1991,11.62,0.324081079
1438 裕豐,1992,11.62,0.218633776
1438 裕豐,1993,0.03,0.189477034
1438 裕豐,1994,0,0.159277529
1438 裕豐,1995,0,0.100214647
1438 裕豐,1996,0,0.145905779
1438 裕豐,1997,34.32,0.027422834
1438 裕豐,1998,24.56,0.019899029
1438 裕豐,1999,22.56,0.012759122
1438 裕豐,2000,29.83,0.011232451
1438 裕豐,2001,29.83,0.005961104
1438 裕豐,2002,29.83,0.003084577
1438 裕豐,2003,30.06,0.020090184
1438 裕豐,2004,32,0.000950776
1438 裕豐,2005,31.79,0.008716425
1438 裕豐,2006,29.47,0.000488688
1438 裕豐,2007,29.47,0.07397734
1438 裕豐,2008,29.47,0.000655362
1438 裕豐,2009,29.26,0.002740332
1438 裕豐,2010,29.25,0.437926157
1438 裕豐,2011,29.25,0.19161425
1439 中和,1991,0,0.136233459
1439 中和,1992,0,0.045271694
1439 中和,1993,0.17,0.087021454
1439 中和,1994,0.13,0.125701915
1439 中和,1995,0.13,0.048470883
1439 中和,1996,3.69,0.024265834
1439 中和,1997,3.69,0.032842457
1439 中和,1998,0.01,0.033221939
1439 中和,1999,0.01,0.080747466
1439 中和,2000,0.01,0.011876478
1439 中和,2001,0.01,0.008262329
1439 中和,2002,0.01,0.052248671
1439 中和,2003,28.13,0.034436384
1439 中和,2004,30.68,0.092564528
1439 中和,2005,33.98,0.163787308
1439 中和,2006,32.21,0.136474208
1439 中和,2007,34.66,0.154005114
1439 中和,2008,37,0.186831151
1439 中和,2009,40.09,0.195234358
1439 中和,2010,28.56,0.769163255
1439 中和,2011,33.3,0.656448495
1440 南紡,1991,20.4,0.074003746
1440 南紡,1992,15.24,0.015956438
1440 南紡,1993,22.52,0.022420677
1440 南紡,1994,22.47,0.010596304
1440 南紡,1995,22.59,0.002014772
1440 南紡,1996,15.5,0.008253446
1440 南紡,1997,16.78,0.015111571
1440 南紡,1998,16.78,0.004251283
1440 南紡,1999,16.78,0.002925304
1440 南紡,2000,16.87,0.008954625
1440 南紡,2001,17.16,0.0112156
1440 南紡,2002,17.16,0.006233688
1440 南紡,2003,19.18,0.005309612
1440 南紡,2004,14.14,0.002391149
1440 南紡,2005,15.22,0.005469841
1440 南紡,2006,15.12,0.01994474
1440 南紡,2007,15.66,0.013322208
1440 南紡,2008,14.08,0.008457074
1440 南紡,2009,13.98,0.039864659
1440 南紡,2010,12.91,0.076107316
1440 南紡,2011,12.44,0.035104259
1441 大東,1991,0,0.114211435
1441 大東,1992,0,0.13100269
1441 大東,1993,0,0.100883383
1441 大東,1994,4.67,0.120936559
1441 大東,1995,4.67,0.151046839
1441 大東,1996,4.67,0.192731694
1441 大東,1997,1.35,0.167936379
1441 大東,1998,8.66,0.069982356
1441 大東,1999,15.46,0.061564958
1441 大東,2000,46.5,0.062596037
1441 大東,2001,46.06,0.017001308
1441 大東,2002,42.81,0.013118079
1441 大東,2003,19.3,0.01523284
1441 大東,2004,22.03,0.014988587
1441 大東,2005,17.28,0.013989029
1441 大東,2006,12.1,0.046906452
1441 大東,2007,11.97,0.025857427
1441 大東,2008,10.49,0.036674506
1441 大東,2009,9.69,0.035425996
1441 大東,2010,11.06,0.065999791
1441 大東,2011,12.51,0.066177993
1443 立益,1991,0,0.00180421
1443 立益,1992,0,0.005139111
1443 立益,1993,0,0.000721736
1443 立益,1994,0,0.001542514
1443 立益,1995,0,0.045724871
1443 立益,1996,0,0.007037442
1443 立益,1997,0,0.0027841
1443 立益,1998,0,0.00176173
1443 立益,1999,0,0.000985183
1443 立益,2000,0,0.164872759
1443 立益,2001,0,0.007377333
1443 立益,2002,28.37,0.028875315
1443 立益,2003,27.72,0.011040243
1443 立益,2004,30.68,0.014927332
1443 立益,2005,27.54,0.001167788
1443 立益,2006,26.06,0.001947372
1443 立益,2007,22.54,0.003243923
1443 立益,2008,20.8,0.006477864
1443 立益,2009,21.32,0.009214082
1443 立益,2010,22.07,0.01322463
1443 立益,2011,20.03,0.005909887
1444 力麗,1991,0,0.011110685
1444 力麗,1992,3.7,0.170912846
1444 力麗,1993,0,0.326487143
1444 力麗,1994,0,0.094077888
1444 力麗,1995,0,0.222085764
1444 力麗,1996,7.55,0.052899189
1444 力麗,1997,5.29,0.022537688
1444 力麗,1998,11.39,0.077361313
1444 力麗,1999,10.74,0.047739092
1444 力麗,2000,12.09,0.106345767
1444 力麗,2001,12.09,0.061434228
1444 力麗,2002,12.09,0.035193778
1444 力麗,2003,5.75,0.022625972
1444 力麗,2004,0.41,0.007756271
1444 力麗,2005,0.4,0.024648301
1444 力麗,2006,0.37,0.00960688
1444 力麗,2007,9.83,0.005944493
1444 力麗,2008,21.44,0.012016371
1444 力麗,2009,27.84,0.021617798
1444 力麗,2010,18.09,0.005518719
1444 力麗,2011,13.57,0.01839956
1445 大宇,1991,0,0.065312706
1445 大宇,1992,0,0.062361432
1445 大宇,1993,0,0.054076631
1445 大宇,1994,0,0.060850252
1445 大宇,1995,0,0.015282275
1445 大宇,1996,0,0.058741735
1445 大宇,1997,0,0.193628765
1445 大宇,1998,0,0.074348917
1445 大宇,1999,15.13,0.019471574
1445 大宇,2000,15.13,0.028360062
1445 大宇,2001,16.59,0.033466891
1445 大宇,2002,19.55,0.057139294
1445 大宇,2003,32.58,0.049613287
