公司,年,市值(百萬元),股東權益總額,本期稅後淨利,營業費用─研究發展,普通股─現金股利,利息支出,現金及約當現金,資產總額,固定資產,ROA(C)稅前息前折舊前,十大股東持股(不含董監)%,負債比率％,負債總額,流動負債,流動資產
2371 大同,12/31/2004,52686,50948354,4667094,1475853,0,500331,3570607,92114946,3349139,3.21,8.66,44.69,41166592,27410384,29373115
2371 大同,12/30/2005,38622,44622213,-6131925,1479461,0,614875,1310876,90883271,3478520,-5.13,8.97,50.9,46261058,25059735,27726268
2371 大同,12/29/2006,63491,38529271,-8179964,1202076,0,739999,1367314,83299247,3429389,-7.59,7.44,53.75,44769976,20121867,20265821
2371 大同,12/31/2007,70682,44243082,3576628,1153795,0,998565,1965306,95816372,3977568,4.24,20.74,53.83,51573290,25994877,25610927
2371 大同,12/31/2008,27706,37200207,-6855073,945696,0,1115943,3375192,85687437,4471904,-6.14,20.58,56.59,48487230,21239056,20443759
2371 大同,12/31/2009,43525,32820128,-9917010,856887,0,744021,7072876,78425921,4120362,-12.07,16.79,58.15,45605793,24619342,22374854
2371 大同,12/31/2010,43755,30863329,-3480765,861103,0,650607,2694593,73928679,1539314,-3.65,22.96,58.25,43065350,18316651,20465003
2371 大同,12/30/2011,17803,32758566,1379850,805664,0,791156,2214383,78446522,2443957,3.16,23.11,58.24,45687956,18585187,21447593
2373 震旦行,12/28/1991,7848,1602284,265954,0,120750,48294,217457,3069744,482435,13.3,9.32,47.8,1467460,1245767,1606388
2373 震旦行,12/29/1992,4476,1675994,204770,0,0,47072,111139,3160286,695452,9.2,0,46.97,1484292,1314790,1401345
2373 震旦行,12/31/1993,5147,1915403,240045,0,0,91760,140129,3619715,922133,8.41,0,47.08,1704312,1172121,1275467
2373 震旦行,12/31/1994,8864,2369464,452467,0,0,91970,129785,3769810,902399,14.23,0,37.15,1400346,860596,1040316
2373 震旦行,12/30/1995,5618,2637059,245322,0,0,80865,46262,4559597,883381,9.03,0.08,42.16,1922538,1210337,1236871
2373 震旦行,12/31/1996,7033,3893875,166947,0,0,83685,201608,5177979,893523,7.2,13.82,24.8,1284104,1116150,1747808
2373 震旦行,12/31/1997,22329,4876491,885690,0,0,60913,345270,7543267,937643,16.76,12.57,35.35,2666776,2176457,2501260
2373 震旦行,12/31/1998,19670,6364333,555909,0,0,164746,179779,10040182,1032559,9.94,20.83,36.61,3675849,1434921,3544874
2373 震旦行,12/28/1999,32059,8909165,898124,0,0,140119,493341,12677398,1054172,9.37,16.46,29.72,3768233,3115680,5471466
2373 震旦行,12/30/2000,14604,7614304,339341,0,0,177316,850524,15311062,970681,4.97,16.82,50.27,7696758,4500947,6769620
2373 震旦行,12/31/2001,7642,4049908,-3222538,0,0,258244,1339172,11498069,877934,-25.66,15.38,64.78,7448161,4676148,4561742
2373 震旦行,12/31/2002,5277,3887931,704046,0,352217,191779,1227909,9567349,947340,7.63,22.13,59.36,5679418,4071155,3677374
2373 震旦行,12/31/2003,7150,4566416,634837,0,0,99394,670986,8883941,819736,8.05,16.99,48.6,4317525,3265994,2761856
2373 震旦行,12/31/2004,6445,4120018,325756,0,272807,48439,206212,7609231,470781,6.91,16.99,45.86,3489213,2331688,2278559
2373 震旦行,12/30/2005,6833,4473960,552146,0,491687,57065,227188,7450903,491724,10,22.18,39.95,2976943,1807234,2145576
2373 震旦行,12/29/2006,6744,4577343,514019,0,444103,55965,126543,6573735,467759,8.27,25.45,30.37,1996392,1012072,1261298
2373 震旦行,12/31/2007,8923,4691007,545071,0,402363,41934,170717,6614959,437974,12.19,22.13,29.08,1923952,1008275,1200503
2373 震旦行,12/31/2008,7524,4734393,548537,0,358536,32719,419707,6606553,421744,11.84,19.42,28.34,1872160,1136368,1500524
2373 震旦行,12/31/2009,12484,5485104,634740,0,674864,14355,139884,7171070,569473,14.41,24.24,23.51,1685966,922152,935245
2373 震旦行,12/31/2010,18558,6237175,746071,0,674864,9224,269387,8424812,570032,12.46,22.97,25.97,2187637,1121552,1079085
2373 震旦行,12/30/2011,15741,6541507,1063728,0,925210,11237,126340,8691640,588195,15.13,20.92,24.74,2150133,1155655,1034559
2374 佳能,12/30/1995,2141,1169684,100944,967,40260,47233,165052,2300805,282460,9.94,1.52,49.16,1131121,1113882,1548005
2374 佳能,12/31/1996,2981,1601114,127888,4606,55000,42980,344833,2650410,333853,9.51,1.38,39.59,1049296,1035124,1783830
2374 佳能,12/31/1997,4298,2220286,155383,0,0,25057,329085,3442480,392534,8.53,8.45,35.5,1222194,1199998,2078964
2374 佳能,12/31/1998,3436,2220082,58992,0,82600,32916,465498,3037962,554630,3.73,14.07,26.92,817880,803103,1550455
2374 佳能,12/28/1999,3174,2166532,65374,0,34692,10602,443673,2800459,588689,5.69,13.09,22.64,633927,615061,1249875
2374 佳能,12/30/2000,2051,2279071,235027,0,93668,37023,136943,3859832,811046,11.1,12.05,40.95,1580761,976156,1273935
2374 佳能,12/31/2001,5004,2630294,336619,0,214123,46894,434481,4031083,603638,14.15,10.99,34.75,1400789,1060457,1287837
2374 佳能,12/31/2002,5788,3916554,82486,153586,256750,35979,1190938,5871214,865312,6.05,12.96,33.29,1954660,1896858,2605527
2374 佳能,12/31/2003,9425,4100296,526199,197281,292258,21908,720523,6617812,661762,10.44,9.3,38.04,2517516,1812270,2906584
2374 佳能,12/31/2004,5036,3401056,90058,227265,0,32397,302717,8162399,648307,3.81,7.86,58.33,4761343,2680829,3635232
2374 佳能,12/30/2005,10639,4406103,753333,249453,525912,25084,2076646,10593057,501445,10.55,1.04,58.41,6186954,4111485,5579303
2374 佳能,12/29/2006,8991,5495794,898232,287665,647086,18826,1787000,9479479,668292,11.56,0.6,42.02,3983685,2699397,4716316
2374 佳能,12/31/2007,21017,7328742,2059733,306920,1252444,10797,99568,9672766,175503,29.3,0.51,24.23,2344024,2024001,4911226
2374 佳能,12/31/2008,8712,7069283,1355528,632494,619438,3250,564650,10030804,295912,18.7,13.87,29.52,2961521,2848837,4934651
2374 佳能,12/31/2009,27468,9302094,2152046,896185,1574645,769,2455835,14700904,155911,21.9,23.96,36.72,5398810,5358994,9199477
2374 佳能,12/31/2010,22215,10026044,2364919,921952,1336444,28527,3043099,17816971,2591590,19.34,22.83,43.73,7790927,6366833,10085958
2374 佳能,12/30/2011,11620,9744706,1089319,872075,804811,27202,2935969,17242547,1394887,10.75,13.16,43.48,7497841,6040939,9966509
2375 智寶,12/31/1998,5106,1484058,149124,0,0,33939,268314,3164954,791820,9.1,15.51,53.11,1680896,1302645,1865620
2375 智寶,12/28/1999,3744,2580401,-100718,0,0,43136,346333,3824650,923216,-0.29,10.11,32.53,1244249,838979,2010170
2375 智寶,12/30/2000,876,2686158,50364,0,0,53170,662730,4535350,892787,3.84,10.11,40.77,1849192,1238774,2428708
2375 智寶,12/31/2001,3079,2863863,180732,0,95046,61655,492136,4495390,653540,7.08,9.5,36.29,1631527,992012,2483818
2375 智寶,12/31/2002,1811,3008699,100241,0,115012,26173,61338,3674925,450468,3.86,9.42,18.13,666226,423226,1188367
2375 智寶,12/31/2003,2439,2970132,100470,0,77458,10988,63713,3698742,390580,3.62,19.79,19.7,728610,563571,1303515
2375 智寶,12/31/2004,1721,2762893,54808,0,0,5528,136035,3611150,289959,2.48,7.75,23.49,848257,610883,951624
2375 智寶,12/30/2005,3337,4584739,-79561,1742,0,24004,195969,6256160,586117,0.27,4.6,26.72,1671421,1335199,1296389
2375 智寶,12/29/2006,3427,4144439,-492466,2254,0,30948,75581,5799422,476498,-6.78,8.91,28.54,1654983,777045,1081904
2375 智寶,12/31/2007,2338,4159075,-126532,24974,0,35290,213968,5869767,36408,-1.31,12.58,29.14,1710692,670716,1385273
2375 智寶,12/31/2008,929,3789258,-294661,31757,0,19451,77992,4093092,34653,-18.73,15.23,7.42,303834,295492,605298
2375 智寶,12/31/2009,1858,2248401,-1490897,17902,0,1187,167089,2603973,7234,-41.16,5.73,13.65,355572,80993,427521
2375 智寶,12/31/2010,1655,2046594,-42805,8110,0,3435,130024,2260728,1184,-0.5,11.06,9.47,214134,42884,386074
2375 智寶,12/30/2011,774,1777977,-381099,5021,0,0,102650,1816745,3510,-18.6,7.81,2.13,38768,32633,406297
2376 技嘉,12/31/1998,30469,2896352,1312432,160950,0,21328,564756,4603531,1358479,35.96,14.9,37.08,1707179,1696135,2881563
2376 技嘉,12/28/1999,39628,6552112,1665235,206266,220159,20330,1313985,9130980,2303378,25.18,6.69,28.24,2578868,2567992,5825803
2376 技嘉,12/30/2000,19339,12819291,2713865,299651,716271,24843,4862888,17928998,3347658,22.3,8.08,28.5,5109707,4982189,12581546
2376 技嘉,12/31/2001,50024,15685388,3439108,463819,1148533,40279,2765854,24155108,3376850,17.97,13.1,35.06,8469720,4317636,16644596
2376 技嘉,12/31/2002,26373,17367461,2883205,679889,1373619,34621,9578478,27098747,3252117,12.34,10.94,35.91,9731286,8698738,18184933
2376 技嘉,12/31/2003,34373,19310949,3439843,703335,1448862,67387,7126725,26972263,3192752,14.56,13.77,28.4,7661314,6945455,17842157
2376 技嘉,12/31/2004,23981,18368740,1632284,891701,1249019,10311,1669412,26510562,3162940,7.37,13.76,30.71,8141822,7967789,16475169
2376 技嘉,12/30/2005,21030,18546120,1364450,889348,873452,61425,3034469,32424414,2866703,6.03,11.21,42.8,13878294,13706575,22478923
2376 技嘉,12/29/2006,16618,18635322,195225,1060917,402883,44986,3490475,27185213,2660349,1.4,9.23,31.45,8549891,5908286,11915495
2376 技嘉,12/31/2007,14093,19510770,1325403,831827,644755,188013,2294910,26952797,2381068,7.21,11.19,27.61,7442027,7266459,12290413
2376 技嘉,12/31/2008,7407,18979725,1140231,1347906,629134,171662,2158915,25979824,2246951,8.81,11.75,26.94,7000099,6758833,16828956
2376 技嘉,12/31/2009,19849,20471426,2038960,1618639,1606787,265,3210193,30713333,2083081,9.53,6.44,33.35,10241907,10009542,21434784
2376 技嘉,12/31/2010,19450,20365320,2103564,1611171,1593179,486,4408582,30070395,1997169,8.79,7.67,32.27,9705075,9500125,19498687
2376 技嘉,12/30/2011,13532,20718972,1569187,1664921,1248645,238,6561706,28878939,2096951,7.47,8.42,28.26,8159967,7982473,18176145
2377 微星,12/31/1998,15779,2060037,674532,123115,0,79342,928764,5007548,1423558,19.64,7.98,58.86,2947511,2340337,3266040
2377 微星,12/28/1999,34169,6382671,1392170,217565,0,31328,1507949,10554329,2408042,21.01,6.69,39.53,4171658,4164791,7112289
2377 微星,12/30/2000,12018,8654979,2164781,406588,437870,72667,3319173,16969202,4189637,17.49,3.49,49,8314223,6743684,10821612
2377 微星,12/31/2001,59876,12935556,3835628,665153,395283,96139,963832,24043163,4665656,20.55,4.57,46.2,11107607,10262206,15302313
2377 微星,12/31/2002,31671,16691929,3340272,906739,555633,31040,4878048,33178088,4415468,13.89,3.1,49.69,16486159,12249355,23604390
2377 微星,12/31/2003,33519,19716168,2982495,1339213,670396,108552,3509326,38531034,4245794,9.73,5.43,48.83,18814866,15143240,25804958
2377 微星,12/31/2004,17473,18996544,449320,1612880,151287,100696,4679948,38771922,3093470,0.97,9.65,51,19775378,19639563,27128090
2377 微星,12/30/2005,15642,20172124,1175860,1434058,391064,41233,5126797,38824378,2794690,3.4,10.59,48.04,18652254,18505941,27101686
2377 微星,12/29/2006,22806,21197095,1247074,1532633,528338,3781,5261946,41916113,2688049,3.81,10.33,49.43,20719018,20587492,30079050
2377 微星,12/31/2007,26098,23999954,2912697,1701250,760750,11140,4886951,50062545,2650935,7.71,5.41,52.06,26062591,25943928,36710789
2377 微星,12/31/2008,15877,25700184,2269634,2001668,504122,25510,7864025,51564444,2630143,5.32,14.44,50.16,25864260,25756858,37875208
2377 微星,12/31/2009,22548,25394018,241246,2003953,534596,6205,8090214,50329822,2584968,1.54,11.99,49.54,24935804,24710987,37370325
2377 微星,12/31/2010,18354,24576021,520002,2057031,535611,3308,7694126,49113711,2533645,0.83,9.25,49.96,24537690,24264634,37161199
2377 微星,12/30/2011,12437,23281317,326466,1749673,353943,971,7162861,38946429,2472719,1.07,10.12,40.22,15665112,15290742,29176667
2379 瑞昱,12/31/1997,9020,1201315,423673,269331,0,724,256341,1572624,282839,32.27,13.71,23.61,371309,338572,1024729
2379 瑞昱,12/31/1998,9547,2432409,441744,242895,0,1893,117789,2840551,314341,21.59,21.22,14.37,408142,357004,1694964
2379 瑞昱,12/28/1999,20386,3155022,740179,352913,151013,1731,130257,3837813,363881,22.2,15.87,17.79,682791,641502,1403590
2379 瑞昱,12/30/2000,19932,5127997,1690243,488818,111465,49287,589487,7086929,347090,35.37,10.78,27.64,1958932,881042,4306951
2379 瑞昱,12/31/2001,59727,7506904,2351412,707868,195913,61314,1283751,10059589,609351,30.25,6.88,25.38,2552685,1525528,6819344
2379 瑞昱,12/31/2002,47505,16595608,3106002,985904,923848,50573,2451483,19108583,839999,23.21,4.55,13.15,2512975,1555715,14172493
2379 瑞昱,12/31/2003,37856,17807072,2792223,1418499,1119606,46275,4613048,20411470,1339596,14.91,10.87,12.76,2604398,1623642,14402274
2379 瑞昱,12/31/2004,25690,16874645,1687315,1360309,1046149,45683,4376789,19643502,2048359,9.71,16.22,14.1,2768857,2621190,12079513
2379 瑞昱,12/30/2005,29726,18252282,1877828,1591158,1354706,50861,3192105,20417813,1991705,9.68,20.75,10.61,2165531,2003100,13156844
2379 瑞昱,12/29/2006,46907,20582910,2711890,1900428,1463245,0,7646922,22770685,2155977,15.35,20.48,9.61,2187775,2030937,13266423
2379 瑞昱,12/31/2007,50911,16518022,1876519,2507213,1357635,0,5203688,21032749,2363105,11.63,18.16,21.47,4514727,4368028,11023755
2379 瑞昱,12/31/2008,14831,15227962,881033,3144451,749792,5710,3904251,18093757,2968615,9.69,21.27,15.84,2865795,2732187,8495180
2379 瑞昱,12/31/2009,45072,17100187,2094641,3479741,1836272,3,8288618,22815694,3114029,15.31,18.43,25.05,5715507,5599358,14759702
2379 瑞昱,12/31/2010,33783,16843171,1671770,3532324,1213478,0,3340403,20852623,3621091,13.24,21.41,19.23,4009452,3914423,9724858
2379 瑞昱,12/30/2011,21826,17273659,1592533,3841819,984263,590,3072305,22369596,3006644,13.37,14.49,22.78,5095937,5022923,9229927
2380 虹光,12/31/1998,7097,850763,310744,87318,0,20082,77972,1787177,338171,22.54,17.26,52.4,936414,804927,1378052
2380 虹光,12/28/1999,12370,1319990,478664,114362,0,25373,535457,3204975,585194,22.2,6.19,58.81,1884985,1794560,2461719
2380 虹光,12/30/2000,7187,3005076,859200,185489,126090,17673,440969,4185035,646611,26.81,3.77,28.19,1179959,1140683,2805059
2380 虹光,12/31/2001,9126,3508790,617663,231630,229540,10803,854461,3943381,659941,18.73,14.52,11.02,434591,381168,1906483
2380 虹光,12/31/2002,4233,3477482,308577,285776,211690,5804,870341,4430204,639741,8.62,12.6,21.51,952722,883429,1901107
2380 虹光,12/31/2003,5838,3889990,675478,327482,432480,1946,157049,5433624,588692,15.92,10.25,28.41,1543634,1411423,2616510
2380 虹光,12/31/2004,4069,3762084,388403,325344,199044,2555,608623,4758940,563175,9.24,7.23,20.95,996856,847922,2011923
2380 虹光,12/30/2005,6459,4269426,695201,331615,394000,61,719324,4926886,493056,16.93,18.14,13.34,657460,510472,2303151
2380 虹光,12/29/2006,4929,4538483,367809,385740,212000,259,479580,5405880,496230,9.33,14.66,16.05,867397,710563,2304656
2380 虹光,12/31/2007,4303,4452984,428816,474900,238000,39,61077,5220140,463680,9.44,9.92,14.7,767156,630036,2340387
2380 虹光,12/31/2008,1654,4301094,120815,412625,67000,2461,413757,5095464,435958,5.37,9.26,15.59,794370,662918,2385065
2380 虹光,12/31/2009,3587,4209199,19047,379973,44846,211,713234,4785186,391070,3.08,10.02,12.04,575987,436612,2241040
2380 虹光,12/31/2010,4069,4140265,98907,339675,89692,0,720992,4851627,385559,4.82,10.15,14.66,711362,539048,2411904
2380 虹光,12/30/2011,2378,4153643,47964,365220,22022,0,507606,4563405,396016,3.48,11.84,8.98,409762,225296,2136583
2382 廣達,12/28/1999,285224,25749418,9249442,622561,2318900,109841,6640904,38888433,4100553,29.21,7.25,33.79,13139015,12012916,26782018
2382 廣達,12/30/2000,137928,31850839,8551257,900089,3284000,87185,11293376,46502941,6385202,20.94,5.12,31.51,14652102,13784495,30566709
2382 廣達,12/31/2001,237405,40443771,11932711,1342494,5261300,84226,12580735,69890379,6593050,21.2,21.56,42.13,29446608,28186252,51331051
2382 廣達,12/31/2002,140324,48229476,10850105,1893058,4923686,167865,6287556,99224091,6143194,13.18,20.4,51.39,50994615,49905003,78052224
2382 廣達,12/31/2003,233468,62252640,13251706,2525891,5598583,115159,29854457,133708715,6703491,13,30.68,53.44,71456075,60320395,106730734
2382 廣達,12/31/2004,177113,65126477,11973687,2937698,7617425,152228,32945573,146032124,7670218,9.32,35.33,55.4,80905647,80179400,113851633
2382 廣達,12/30/2005,149332,69353764,10904095,3372736,8098296,343589,29895519,162325855,7208314,9.44,34.1,57.27,92972091,84243849,123215674
2382 廣達,12/29/2006,198753,72397324,12905963,3899944,8407520,610016,14935342,172973145,7238119,8.48,32.16,58.15,100575821,100093916,141934730
2382 廣達,12/31/2007,160036,87389940,18446527,4044887,12163439,588289,29417297,239358562,6874420,10.93,35.37,63.49,151968622,145088657,204513655
2382 廣達,12/31/2008,126273,86075349,20219450,5397477,12637538,264714,30017624,223985411,6736811,11.17,28.31,61.57,137910062,118317775,184499026
2382 廣達,12/31/2009,263543,106619163,22312952,5954119,14118378,95735,31363506,284487731,6690913,10.35,24.68,62.52,177868568,177392873,243598631
2382 廣達,12/31/2010,234670,111602779,18592075,6617973,13821849,291398,34265365,333220860,8024010,7.6,31.22,66.51,221618081,202068344,286055981
2382 廣達,12/30/2011,244687,116344144,23052536,6985769,15382250,469028,48290944,369137783,7763554,7.61,35.3,68.48,252793639,229739712,319725667
2383 台光電,12/31/1996,2350,920850,139875,11089,0,44853,192539,1844620,838329,15.15,0,50.08,923770,710220,997059
2383 台光電,12/31/1997,3183,1278338,113047,15151,0,38143,200301,2183450,862717,12.08,13.26,41.45,905112,730641,1198191
2383 台光電,12/31/1998,2415,1376403,102100,22656,0,36805,135196,2179131,810466,9.87,20.22,36.84,802728,665984,1181051
2383 台光電,12/28/1999,3081,1673478,94049,29737,0,23855,111636,2317232,851232,8.4,16.32,27.78,643754,568546,939641
2383 台光電,12/30/2000,2504,1986044,205829,30188,0,19541,91065,3056428,966940,12.35,10.15,35.02,1070384,832375,1353650
2383 台光電,12/31/2001,2330,1947151,-76098,31114,0,26926,106657,2600400,880213,0.51,14.59,25.12,653249,479865,1005555
2383 台光電,12/31/2002,1202,1811642,-117460,27521,0,13387,107679,2340571,800322,-2.57,19.14,22.6,528929,428145,985959
2383 台光電,12/31/2003,1403,1627235,-173065,25102,0,10849,139494,2380994,719653,-4.81,11.71,31.66,753759,640873,1282888
2383 台光電,12/31/2004,1821,1829254,226354,20672,0,5669,277874,2892727,732611,11.2,15.16,36.76,1063473,757503,1599365
2383 台光電,12/30/2005,2509,1937196,93045,31990,0,3778,115605,3899437,1500661,5.82,15.33,50.32,1962241,1193778,1595937
2383 台光電,12/29/2006,3795,2668692,357187,29704,86511,28182,131303,5009038,1567725,12.71,11.3,46.72,2340346,1412410,2129847
2383 台光電,12/31/2007,2847,3108346,356391,29151,47850,38616,209844,5600150,1554573,11.06,8.98,44.5,2491804,1859023,2105162
2383 台光電,12/31/2008,1278,3231967,126162,30121,50931,44685,122196,5376930,1458221,6.29,10.07,39.89,2144963,1091190,1540978
2383 台光電,12/31/2009,6537,3985802,739642,35987,188578,23377,361077,6181566,1345390,16.48,12.09,35.52,2195764,1282940,2052057
2383 台光電,12/31/2010,8785,4941468,1218855,43239,499666,19046,871745,7828262,1595067,20.81,12.36,36.88,2886794,1729025,2858228
2383 台光電,12/30/2011,5601,5647065,850183,61753,539439,21743,444767,8219309,1682938,14.47,11.99,31.3,2572244,1717228,2205461
2384 勝華,12/31/1998,9707,1873433,394347,60223,0,75210,120815,3836868,1758879,17.76,11.16,51.17,1963435,1234715,1738468
2384 勝華,12/28/1999,19036,3098509,451379,144958,0,82746,78048,5033481,2140483,16.34,2.07,38.44,1934972,1191194,2368989
2384 勝華,12/30/2000,12077,6844029,709138,243582,0,133189,2750208,10452372,3111977,13.68,3.36,34.52,3608343,2448310,6570286
2384 勝華,12/31/2001,9010,6711396,-142588,375483,0,122133,571166,10533879,4272905,2.03,2.9,36.29,3822483,2250784,3951603
2384 勝華,12/31/2002,12440,8987837,202079,348236,86392,139172,2203048,15476673,4508908,4.72,15.85,41.93,6488836,3976466,8218108
2384 勝華,12/31/2003,15969,9596381,703696,528809,77689,113392,396973,18278439,5428147,6.98,14.54,47.5,8682058,6509177,8585164
2384 勝華,12/31/2004,25421,17807306,4014696,933978,747660,99400,3479179,31838157,7026175,18.19,7.4,44.07,14030851,11763892,18226694
