3950,23電子.csv
公司,年,市值(百萬元),dmv1,dmv2,股東權益總額,dna1,dna2,本期稅後淨利,de1,de2,營業費用─研究發展,rd1,rd2,普通股─現金股利,dd1,dd2,利息支出,di1,di2,現金及約當現金,dcash,資產總額,固定資產,ROA(C)稅前息前折舊前,ROAP,十大股東持股(不含董監)%,GOVP,負債比率％,負債總額,流動負債,流動資產
,,,dmv1,dmv2,,dna1,dna2,,de1,de2,,rd1,rd2,,dd1,dd2,,di1,di2,,dcash,,,,ROAP,,GOVP,,,,
6205 詮欣,12/31/2003,1732,577,NA,580588,97745,NA,122190,51855,NA,13088,739,NA,30800,13550,NA,311,-95,NA,283694,195476,1087270,183878,19.08,16.83,33.34,38.39,46.6,506682,289091,682275
6205 詮欣,12/31/2004,1102,-630,-53,689229,108641,206386,162197,40007,91862,15708,2620,3359,91850,61050,74600,2577,2266,2171,275394,-8300,1272978,185348,19.16,19.08,23.07,33.34,45.86,583749,335809,701766
6205 詮欣,12/30/2005,2458,1356,726,991359,302130,410771,190785,28588,68595,23032,7324,9944,55258,-36592,24458,998,-1579,687,329988,54594,1545374,193278,18.47,19.16,23.56,23.07,35.85,554015,491477,872998
6205 詮欣,12/29/2006,3123,665,2021,1134044,142685,444815,205900,15115,43703,30875,7843,15167,134926,79668,43076,0,-998,-2577,346384,16396,1760159,172840,17.46,18.47,14.32,23.56,35.57,626115,544725,982859
6205 詮欣,12/31/2007,4286,1163,1828,1315242,181198,323883,419693,213793,228908,32517,1642,9485,243744,108818,188486,4629,4629,3631,406830,60446,2337151,170753,23.55,17.46,15.95,14.32,43.72,1021909,642830,1039969
6205 詮欣,12/31/2008,1189,-3097,-1934,1068378,-246864,-65666,154783,-264910,-51117,36691,4174,5816,59058,-184686,-75868,9024,4395,9024,238168,-168662,1941239,163379,11.13,23.55,16.06,15.95,44.96,872861,746107,737510
6205 詮欣,12/31/2009,2386,1197,-1900,1297012,228634,-18230,153454,-1329,-266239,27983,-8708,-4534,112235,53177,-131509,3679,-5345,-950,206614,-31554,1954949,144786,9.01,11.13,13.43,16.06,33.65,657937,554444,601583
6205 詮欣,12/31/2010,1895,-491,706,1229929,-67083,161551,81450,-72004,-73333,18091,-9892,-18600,44895,-67340,-14163,0,-3679,-9024,229938,23324,1883588,138259,5.62,9.01,11.99,13.43,34.7,653659,573579,693654
6205 詮欣,12/30/2011,1178,-717,-1208,1175662,-54267,-121350,46599,-34851,-106855,23408,5317,-4575,27687,-17208,-84548,9,9,-3670,291641,61703,1819323,91173,3.6,5.62,12.14,11.99,35.38,643661,572331,852331
6206 飛捷,12/31/2002,1441,NA,NA,609093,NA,NA,136582,NA,NA,33976,NA,NA,46800,NA,NA,1705,NA,NA,128920,NA,747349,208273,24.93,NA,31.75,NA,18.5,138256,131954,458088
6206 飛捷,12/31/2003,1871,430,NA,705316,96223,NA,151380,14798,NA,53031,19055,NA,54756,7956,NA,866,-839,NA,102943,-25977,1038076,302412,20.9,24.93,34.9,31.75,32.06,332760,122627,609903
6206 飛捷,12/31/2004,1881,10,440,856498,151182,247405,207581,56201,70999,62803,9772,28827,108946,54190,62146,3822,2956,2117,202775,99832,1192979,420168,22.34,20.9,2.2,34.9,28.21,336481,132630,650883
6206 飛捷,12/30/2005,2520,639,649,1092709,236211,387393,260177,52596,108797,68827,6024,15796,131353,22407,76597,2800,-1022,1934,373109,170334,1416601,430346,23.06,22.34,19.65,2.2,22.86,323892,202728,855772
6206 飛捷,12/29/2006,4475,1955,2594,1478584,385875,622086,421882,161705,214301,70891,2064,8088,218154,86801,109208,563,-2237,-3259,654830,281721,1847981,411032,28.91,23.06,16.71,19.65,19.99,369397,356631,1298603
6206 飛捷,12/31/2007,7773,3298,5253,1864979,386395,772270,617405,195523,357228,69538,-1353,711,368395,150241,237042,0,-563,-2800,927971,273141,2344916,405463,34.01,28.91,5.98,16.71,20.47,479937,459989,1737831
6206 飛捷,12/31/2008,3843,-3930,-632,1757360,-107619,278776,470452,-146953,48570,92029,22491,21138,314776,-53619,96622,0,0,-563,927087,-884,2139173,396470,23.39,34.01,18.36,5.98,17.85,381813,356157,1522981
6206 飛捷,12/31/2009,6940,3097,-833,1984477,227117,119498,544996,74544,-72409,96642,4613,27104,314776,0,-53619,1,1,1,952368,25281,2400716,443631,29.34,23.39,24.66,18.36,17.34,416239,393543,1747164
6206 飛捷,12/31/2010,6544,-396,2701,2305419,320942,548059,581811,36815,111359,115884,19242,23855,372041,57265,57265,6222,6221,6222,1839087,886719,3521999,658352,23.42,29.34,25.41,24.66,34.54,1216580,457723,2604216
6206 飛捷,12/30/2011,5205,-1339,-1735,2487678,182259,503201,537638,-44173,-7358,113035,-2849,16393,319101,-52940,4325,15749,9527,15748,1568310,-270777,3991764,1152264,18.09,23.42,23.13,25.41,37.68,1504086,1472834,2543867
6209 今國光,12/31/2002,4188,NA,NA,1186231,NA,NA,261913,NA,NA,15245,NA,NA,43400,NA,NA,3833,NA,NA,377230,NA,1802026,277130,24.13,NA,19.76,NA,34.17,615795,503819,794782
6209 今國光,12/31/2003,7337,3149,NA,1749180,562949,NA,448257,186344,NA,9632,-5613,NA,58670,15270,NA,6072,2239,NA,452479,75249,2566340,403824,25.9,24.13,14.03,19.76,31.84,817160,341396,1080987
6209 今國光,12/31/2004,7146,-191,2958,2328141,578961,1141910,673193,224936,411280,18363,8731,3118,104881,46211,61481,9976,3904,6143,357999,-94480,3465036,701189,26.71,25.9,18.18,14.03,32.81,1136895,989409,1090473
6209 今國光,12/30/2005,9392,2246,2055,3314109,985968,1564929,685184,11991,236927,48210,29847,38578,320633,215752,261963,6859,-3117,787,1564813,1206814,5337441,769959,19.8,26.71,7.76,18.18,37.91,2023332,534202,2001268
6209 今國光,12/29/2006,6215,-3177,-931,3387840,73731,1059699,320142,-365042,-353051,31127,-17083,12764,287402,-33231,182521,3850,-3009,-6126,1181600,-383213,5453667,685491,9.49,19.8,8.46,7.76,37.88,2065827,1926577,1617462
6209 今國光,12/31/2007,3244,-2971,-6148,3359209,-28631,45100,234988,-85154,-450196,33016,1889,-15194,132445,-154957,-188188,3145,-705,-3714,112442,-1069158,4565712,659080,7.76,9.49,11.99,8.46,26.43,1206503,939804,641770
6209 今國光,12/31/2008,1185,-2059,-5030,3358419,-790,-29421,4334,-230654,-315808,27533,-5483,-3594,0,-132445,-287402,7328,4183,3478,124780,12338,4655279,622983,3.5,7.76,13.37,11.99,27.86,1296860,1050463,501463
6209 今國光,12/31/2009,3375,2190,131,3263712,-94707,-95497,-296411,-300745,-531399,30130,2597,-2886,0,0,-132445,8549,1221,5404,466586,341806,4808641,534070,1.03,3.5,8.83,13.37,32.13,1544929,1441287,1033666
6209 今國光,12/31/2010,8128,4753,6943,3722647,458935,364228,344779,641190,340445,31202,1072,3669,162576,162576,162576,1484,-7065,-5844,498654,32068,5136973,600546,10.7,1.03,10.69,8.83,27.53,1414326,1357512,1366125
6209 今國光,12/30/2011,5112,-3016,1737,4164749,442102,901037,380533,35754,676944,35953,4751,5823,195091,32515,195091,1501,17,-7048,659714,161060,5980012,789897,10.54,10.7,13.58,10.69,30.36,1815263,1674952,1620092
6213 聯茂,12/31/2002,1054,NA,NA,969618,NA,NA,81693,NA,NA,42088,NA,NA,16229,NA,NA,50060,NA,NA,111371,NA,2392406,1019928,9.46,NA,18.61,NA,59.47,1422788,802137,1157656
6213 聯茂,12/31/2003,2665,1611,NA,1304950,335332,NA,148260,66567,NA,70727,28639,NA,11253,-4976,NA,40525,-9535,NA,86602,-24769,3467063,1073357,9.37,9.46,18.71,18.61,62.36,2162113,1343662,1979188
6213 聯茂,12/31/2004,3460,795,2406,2267005,962055,1297387,403927,255667,322234,145907,75180,103819,91914,80661,75685,40295,-230,-9765,226744,140142,4636064,1154505,12.71,9.37,17.35,18.71,51.1,2369059,1644401,2800276
6213 聯茂,12/30/2005,4882,1422,2217,2804251,537246,1499301,271064,-132863,122804,89279,-56628,18552,100435,8521,89182,60209,19914,19684,306243,79499,4730877,879139,9.15,12.71,11.4,17.35,40.72,1926626,1064097,2265720
6213 聯茂,12/29/2006,6256,1374,2796,3901592,1097341,1634587,763052,491988,359125,85794,-3485,-60113,314670,214235,222756,85535,25326,45240,851614,545371,6211830,870955,18.02,9.15,6.2,11.4,37.19,2310238,1673456,3088340
6213 聯茂,12/31/2007,10268,4012,5386,4705181,803589,1900930,1056869,293817,785805,105663,19869,16384,683781,369111,583346,83085,-2450,22876,499418,-352196,6518309,883705,21.71,18.02,22.41,6.2,27.82,1813128,1805001,2435223
6213 聯茂,12/31/2008,3624,-6644,-2632,4451498,-253683,549906,508223,-548646,-254829,84293,-21370,-1501,280679,-403102,-33991,46094,-36991,-39441,298897,-200521,6192558,824997,10.69,21.71,20.68,22.41,28.12,1741060,1460338,1575401
6213 聯茂,12/31/2009,9145,5521,-1123,4851329,399831,146148,802907,294684,-253962,103183,18890,-2480,411231,130552,-272550,31808,-14286,-51277,473931,175034,7529644,772238,13.49,10.69,15.36,20.68,35.57,2678315,2022561,2041068
6213 聯茂,12/31/2010,12699,3554,9075,5706207,854878,1254709,1454974,652067,946751,84718,-18465,425,567357,156126,286678,30543,-1265,-15551,329388,-144543,8794155,686445,20.46,13.49,15.41,15.36,35.11,3087948,2472452,2283665
6213 聯茂,12/30/2011,8223,-4476,-922,6281803,575596,1430474,1128061,-326913,325154,80076,-4642,-23107,442316,-125041,31085,30358,-185,-1450,84178,-245210,10101592,621024,14.72,20.46,18.04,15.41,37.81,3819789,3186283,1988912
6214 精誠,12/31/2003,2969,NA,NA,2079609,NA,NA,349468,NA,NA,18075,NA,NA,120100,NA,NA,0,NA,NA,105532,NA,2513307,49491,16.25,NA,24.19,NA,17.26,433698,429103,1015083
6214 精誠,12/31/2004,2548,-421,NA,2508951,429342,NA,327789,-21679,NA,34989,16914,NA,51658,-68442,NA,924,924,NA,128905,23373,3047420,53878,16.18,16.25,18.56,24.19,17.67,538469,532887,1067084
6214 精誠,12/30/2005,2876,328,-93,2780480,271529,700871,317014,-10775,-32454,61383,26394,43308,156973,105315,36873,5991,5067,5991,51482,-77423,3989497,191826,11.75,16.18,2.55,18.56,30.3,1209017,1202515,2064472
6214 精誠,12/29/2006,3237,361,689,3240825,460345,731874,306124,-10890,-21665,62798,1415,27809,319911,162938,268253,4633,-1358,3709,72612,21130,4152398,198382,9.57,11.75,28.97,2.55,21.95,911573,908160,1874603
6214 精誠,12/31/2007,10248,7011,7372,14592309,11351484,11811829,892401,586277,575387,255110,192312,193727,320269,358,163296,577,-4056,-5414,195616,123004,17137543,1838210,9.19,9.57,23.27,28.97,14.85,2545234,2439779,5093353
6214 精誠,12/31/2008,5145,-5103,1908,11774956,-2817353,8534131,-731277,-1623678,-1037401,272036,16926,209238,0,-320269,-319911,35,-542,-4598,634459,438843,14422949,2115715,-2.22,9.19,23.24,23.27,18.36,2647993,2570850,5179125
6214 精誠,12/31/2009,13512,8367,3264,13050809,1275853,-1541500,1404394,2135671,511993,262432,-9604,7322,531908,531908,211639,21,-14,-556,338207,-296252,15096734,2053781,10.63,-2.22,28.13,23.24,13.55,2045925,1974031,5082022
6214 精誠,12/31/2010,12501,-1011,7356,13287407,236598,1512451,1041961,-362433,1773238,281328,18896,9292,533131,1223,533131,0,-21,-35,138057,-200150,15680252,1966156,7.54,10.63,26.93,28.13,15.26,2392845,2326794,5085511
6214 精誠,12/30/2011,8246,-4255,-5266,12798306,-489101,-252503,145798,-896163,-1258596,317169,35841,54737,0,-533131,-531908,0,0,-21,166861,28804,15636726,1929151,1.98,7.54,27.76,26.93,18.15,2838420,2759649,4823720
6215 和椿,12/31/2002,680,NA,NA,333359,NA,NA,55352,NA,NA,15815,NA,NA,8752,NA,NA,2214,NA,NA,51312,NA,543800,42093,14.48,NA,16.57,NA,38.7,210441,203556,434202
6215 和椿,12/31/2003,725,45,NA,368478,35119,NA,45945,-9407,NA,17068,1253,NA,7840,-912,NA,1947,-267,NA,74715,23403,699818,41312,9.53,14.48,10.28,16.57,47.35,331340,324151,529469
6215 和椿,12/31/2004,1145,420,465,462498,94020,129139,114312,68367,58960,25090,8022,9275,34400,26560,25648,4625,2678,2411,114554,39839,1140054,256670,16.07,9.53,16.47,10.28,59.43,677556,554198,746943
6215 和椿,12/30/2005,3083,1938,2358,572832,110334,204354,111170,-3142,65225,29281,4191,12213,18600,-15800,10760,5089,464,3142,59317,-55237,1181020,298078,9.59,16.07,17.77,16.47,51.5,608188,599788,719294
6215 和椿,12/29/2006,2664,-419,1519,721950,149118,259452,104033,-7137,-10279,31714,2433,6624,45000,26400,10600,4915,-174,290,44905,-14412,1364149,387681,11.39,9.59,16.43,17.77,47.08,642199,564246,700821
6215 和椿,12/31/2007,2772,108,-311,849700,127750,276868,136627,32594,25457,34114,2400,4833,77100,32100,58500,7144,2229,2055,147825,102920,1468471,374050,13.34,11.39,27.58,16.43,42.14,618771,439203,798609
6215 和椿,12/31/2008,786,-1986,-1878,878129,28429,156179,62994,-73633,-41039,37656,3542,5942,50845,-26255,5845,6992,-152,2077,170382,22557,1497502,375189,6.68,13.34,20.31,27.58,41.36,619373,459395,674011
6215 和椿,12/31/2009,2237,1451,-535,855664,-22465,5964,33650,-29344,-102977,46547,8891,12433,0,-50845,-77100,5406,-1586,-1738,84642,-85740,1544678,412711,3.41,6.68,23.42,20.31,44.61,689014,682316,682423
6215 和椿,12/31/2010,1965,-272,1179,948417,92753,70288,104125,70475,41131,47373,826,9717,122022,122022,71177,8894,3488,1902,79424,-5218,2047745,482692,8.6,3.41,26.88,23.42,53.68,1099328,599434,1044170
6215 和椿,12/30/2011,1014,-951,-1223,1090928,142511,235264,37104,-67021,3454,39475,-7898,-7072,33115,-88907,33115,16534,7640,11128,59218,-20206,2160529,463263,5.32,8.6,19.39,26.88,49.51,1069601,593416,977941
6216 居易,12/31/2003,4194,NA,NA,804439,NA,NA,343735,NA,NA,61137,NA,NA,145474,NA,NA,1491,NA,NA,32491,NA,1086792,174654,44.3,NA,7.58,NA,25.98,282353,160607,881200
6216 居易,12/31/2004,2940,-1254,NA,959092,154653,NA,289991,-53744,NA,75744,14607,NA,127820,-17654,NA,2330,839,NA,147806,115315,1137940,182467,28.04,44.3,4.31,7.58,15.72,178848,174341,923510
6216 居易,12/30/2005,1827,-1113,-2367,889022,-70070,84583,109665,-180326,-234070,68046,-7698,6909,67334,-60486,-78140,2128,-202,637,122512,-25294,1079676,176004,12.54,28.04,15.05,4.31,17.66,190654,184445,862144
6216 居易,12/29/2006,1903,76,-1037,1041372,152350,82280,113968,4303,-176023,70090,2044,-5654,69114,1780,-58706,530,-1598,-1800,162057,39545,1168667,179330,11.39,12.54,0,15.05,10.89,127295,120740,947952
6216 居易,12/31/2007,1950,47,123,1236986,195614,347964,229062,115094,119397,79571,9481,11525,248408,179294,181074,0,-530,-2128,358307,196250,1344053,170650,20.45,11.39,0,0.0,7.97,107067,97938,1125478
6216 居易,12/31/2008,937,-1013,-966,1076151,-160835,34779,131465,-97597,17497,98916,19345,28826,118319,-130089,49205,0,0,-530,319093,-39214,1228767,162849,11.12,20.45,16.31,0.0,12.42,152616,142501,949909
6216 居易,12/31/2009,2005,1068,55,1094906,18755,-142080,127613,-3852,-101449,93382,-5534,13811,114852,-3467,-133556,0,0,0,296409,-22684,1266188,156213,13.16,11.12,12.23,16.31,13.53,171282,157725,981700
6216 居易,12/31/2010,1655,-350,718,1080715,-14191,4564,97842,-29771,-33623,95387,2005,-3529,88058,-26794,-30261,0,0,0,257200,-39209,1238290,149827,9.68,13.16,12.2,12.23,12.73,157575,141982,954514
6216 居易,12/30/2011,1168,-487,-837,1137047,56332,42141,128802,30960,1189,95625,238,2243,115922,27864,1070,0,0,0,423089,165889,1308804,146064,12.4,9.68,10.39,12.2,13.12,171757,153824,1032233
6224 聚鼎,12/31/2003,2041,NA,NA,732085,NA,NA,156703,NA,NA,43073,NA,NA,76362,NA,NA,0,NA,NA,208603,NA,880844,178764,23.65,NA,11.96,NA,16.89,148759,145016,561766
6224 聚鼎,12/31/2004,1578,-463,NA,799821,67736,NA,152670,-4033,NA,42882,-191,NA,117358,40996,NA,0,0,NA,208955,352,894711,153325,21.26,23.65,10.85,11.96,10.61,94890,88241,588335
6224 聚鼎,12/30/2005,1800,222,-241,764698,-35123,32613,130585,-22085,-26118,46454,3572,3381,95458,-21900,19096,1,1,1,180786,-28169,969399,120873,20.91,21.26,13.14,10.85,21.12,204701,196460,617635
6224 聚鼎,12/29/2006,1851,51,273,840672,75974,40851,160184,29599,7514,52373,5919,9491,104755,9297,-12603,9,8,9,148970,-31816,1021153,108485,23.27,20.91,12.98,13.14,17.67,180481,172374,619998
6224 聚鼎,12/31/2007,2574,723,774,987920,147248,223222,205698,45514,75113,65616,13243,19162,145522,40767,50064,0,-9,-1,308698,159728,1186549,123924,24.07,23.27,6.17,12.98,16.74,198629,190245,746093
6224 聚鼎,12/31/2008,1210,-1364,-641,979086,-8834,138414,161916,-43782,1732,71252,5636,18879,144543,-979,39788,317,317,308,248375,-60323,1335215,303221,20.14,24.07,9.69,6.17,26.67,356129,263983,696801
6224 聚鼎,12/31/2009,4709,3499,2135,1084045,104959,96125,199406,37490,-6292,66172,-5080,556,180572,36029,35050,1912,1595,1912,428246,179871,1289696,308361,22.5,20.14,9.48,9.69,15.95,205651,198133,761803
6224 聚鼎,12/31/2010,4682,-27,3472,1560324,476279,581238,351607,152201,189691,63160,-3012,-8092,275429,94857,130886,63,-1849,-254,694175,265929,1884794,387315,27.93,22.5,9.9,9.48,17.22,324470,317927,1213277
6224 聚鼎,12/30/2011,3684,-998,-1025,1635746,75422,551701,373265,21658,173859,62129,-1031,-4043,311271,35842,130699,34,-29,-1878,585327,-108848,1948342,372429,26.1,27.93,8.07,9.9,16.04,312596,301469,1223755
6225 天瀚,12/31/2003,7415,NA,NA,2584553,NA,NA,592395,NA,NA,143159,NA,NA,378061,NA,NA,15512,NA,NA,399649,NA,4027767,560171,21.4,NA,12.95,NA,35.83,1443214,987168,2685916
6225 天瀚,12/31/2004,2596,-4819,NA,2056278,-528275,NA,-57003,-649398,NA,196975,53816,NA,0,-378061,NA,31510,15998,NA,295911,-103738,4874496,701094,0.01,21.4,13.79,12.95,57.82,2818218,2318276,3169256
6225 天瀚,12/30/2005,2254,-342,-5161,1387666,-668612,-1196887,-1053860,-996857,-1646255,251696,54721,108537,0,0,-378061,56790,25280,41278,126585,-169326,3401724,648958,-22.56,0.01,25.63,13.79,59.21,2014058,1701674,2158509
6225 天瀚,12/29/2006,1730,-524,-866,1148026,-239640,-908252,-254447,799413,-197444,94710,-156986,-102265,0,0,0,56040,-750,24530,54888,-71697,2384998,366781,-7.34,-22.56,35.04,25.63,51.86,1236972,891855,1252544
6225 天瀚,12/31/2007,3221,1491,967,1854963,706937,467297,147451,401898,1201311,108625,13915,-143071,39948,39948,39948,33233,-22807,-23557,250847,195959,3248423,388231,7,-7.34,32.84,35.04,42.9,1393460,1165771,1594736
6225 天瀚,12/31/2008,862,-2359,-868,1670417,-184546,522391,-126868,-274319,127579,108790,165,14080,0,-39948,0,28325,-4908,-27715,186670,-64177,2947938,386371,-1.32,7.0,28.46,32.84,43.34,1277521,1164688,1359689
6225 天瀚,12/31/2009,4828,3966,1607,987045,-683372,-867918,-184810,-57942,-332261,52472,-56318,-56153,0,0,-39948,15792,-12533,-17441,148685,-37985,2025015,334639,-8.02,-1.32,29.96,28.46,51.26,1037970,799774,845403
6225 天瀚,12/31/2010,2310,-2518,1448,642103,-344942,-1028314,-307095,-122285,-180227,37764,-14708,-71026,0,0,0,14061,-1731,-14264,16860,-131825,1261496,198368,-16.9,-8.02,19.23,29.96,49.1,619393,567158,468386
6225 天瀚,12/30/2011,326,-1984,-4502,368534,-273569,-618511,-277250,29845,-92440,45203,7439,-7269,0,0,0,7173,-6888,-8619,13301,-3559,650914,30826,-24.14,-16.9,18.85,19.23,43.38,282380,254959,272545
6226 光鼎,12/31/2003,473,NA,NA,411516,NA,NA,15851,NA,NA,21179,NA,NA,0,NA,NA,6731,NA,NA,103791,NA,937984,122881,4.87,NA,17.88,NA,56.13,526468,261196,562033
6226 光鼎,12/31/2004,388,-85,NA,439295,27779,NA,4333,-11518,NA,19698,-1481,NA,0,0,NA,7355,624,NA,90556,-13235,901018,129019,2.41,4.87,2.23,17.88,51.24,461723,237631,529259
6226 光鼎,12/30/2005,559,171,86,478423,39128,66907,23323,18990,7472,15067,-4631,-6112,0,0,0,7048,-307,317,87871,-2685,889176,121236,5.53,2.41,14.65,2.23,46.19,410753,360547,561367
6226 光鼎,12/29/2006,937,378,549,732115,253692,292820,48854,25531,44521,14012,-1055,-5686,9706,9706,9706,3754,-3294,-3601,126386,38515,1005783,104117,8.08,5.53,8.69,14.65,27.21,273668,218697,576285
6226 光鼎,12/31/2007,1006,69,447,876399,144284,397976,75387,26533,52064,11685,-2327,-3382,16229,6523,16229,2534,-1220,-4514,92316,-34070,1121415,63559,6.05,8.08,8.4,8.69,21.85,245016,216351,515879
6226 光鼎,12/31/2008,519,-487,-418,919594,43195,187479,41261,-34126,-7593,7335,-4350,-6677,0,-16229,-9706,3373,839,-381,96197,3881,1243040,58441,4.83,6.05,9.63,8.4,26.02,323446,298902,489647
6226 光鼎,12/31/2009,1537,1018,531,958108,38514,81709,-15988,-57249,-91375,4101,-3234,-7584,0,0,-16229,6154,2781,3620,101860,5663,1273942,55801,-2.14,4.83,10.44,9.63,24.79,315834,247816,398773
6226 光鼎,12/31/2010,1440,-97,921,998218,40110,78624,22231,38219,-19030,4208,107,-3127,0,0,0,7381,1227,4008,93642,-8218,1505421,58659,5.03,-2.14,8.79,10.44,33.69,507203,280289,633535
6226 光鼎,12/30/2011,742,-698,-795,965676,-32542,7568,-95625,-117856,-79637,3525,-683,-576,0,0,0,10801,3420,4647,107787,14145,1419736,59606,-3.22,5.03,10.88,8.79,31.98,454060,411186,521030
6230 超眾,12/31/2003,2734,NA,NA,754029,NA,NA,185732,NA,NA,76629,NA,NA,69117,NA,NA,1475,NA,NA,288318,NA,1645894,259876,15.74,NA,22.84,NA,54.19,891865,660611,1261931
6230 超眾,12/31/2004,3608,874,NA,1095083,341054,NA,275825,90093,NA,100380,23751,NA,105299,36182,NA,2482,1007,NA,139112,-149206,2500712,281023,17.04,15.74,10.1,22.84,56.21,1405629,1280713,1978692
6230 超眾,12/30/2005,2347,-1261,-387,1576706,481623,822677,214793,-61032,29061,109384,9004,32755,70707,-34592,1590,1022,-1460,-453,396906,257794,2661885,274166,10.53,17.04,9.33,10.1,40.77,1085179,978188,2030279
6230 超眾,12/29/2006,2346,-1,-1262,1631889,55183,536806,125142,-89651,-150683,76197,-33187,-24183,86343,15636,-18956,11,-1011,-2471,440859,43953,2675955,255977,7.27,10.53,16.67,9.33,39.02,1044066,951518,1865984
6230 超眾,12/31/2007,2492,146,145,1827020,195131,250314,270192,145050,55399,66543,-9654,-42841,78494,-7849,7787,3,-8,-1019,575180,134321,2824403,167476,14,7.27,19.18,16.67,35.31,997383,877493,2042892
6230 超眾,12/31/2008,1377,-1115,-969,1999638,172618,367749,239542,-30650,114400,90193,23650,13996,189955,111461,103612,28,25,17,758951,183771,2543451,158548,7.16,14.0,13.91,19.18,21.38,543813,507738,1658544
6230 超眾,12/31/2009,4964,3587,2472,2057009,57371,229989,278038,38496,7846,91434,1241,24891,215859,25904,137365,11,-17,8,709220,-49731,2869862,146008,12.82,7.16,15.51,13.91,28.32,812853,757353,1825506
6230 超眾,12/31/2010,3332,-1632,1955,2147080,90071,147442,358381,80343,118839,93006,1572,2813,215858,-1,25903,7,-4,-21,782561,73341,2936763,133237,14.94,12.82,18.45,15.51,26.89,789683,727552,1809306
6230 超眾,12/30/2011,2210,-1122,-2754,2256444,109364,199435,246799,-111582,-31239,82908,-10098,-8526,129515,-86343,-86344,12,5,1,723669,-58892,3139696,126638,10.67,14.94,15.83,18.45,28.13,883252,803295,1724111
6235 華孚,12/31/2003,14520,NA,NA,2892008,NA,NA,528907,NA,NA,60658,NA,NA,196411,NA,NA,12688,NA,NA,126935,NA,4088247,1397806,20.1,NA,12.41,NA,29.26,1196239,1015291,1776987
6235 華孚,12/31/2004,6833,-7687,NA,3347512,455504,NA,625094,96187,NA,73312,12654,NA,369360,172949,NA,13233,545,NA,1353337,1226402,5380969,1294468,17.51,20.1,11.37,12.41,37.79,2033457,1829238,2791164
6235 華孚,12/30/2005,7537,704,-6983,3810712,463200,918704,243817,-381277,-285090,66042,-7270,5384,181279,-188081,-15132,8231,-5002,-4457,413607,-939730,4539736,1072988,8.13,17.51,14.71,11.37,16.06,729024,586402,1655759
6235 華孚,12/29/2006,6751,-786,-82,4235661,424949,888149,102803,-141014,-522291,36194,-29848,-37118,71066,-110213,-298294,790,-7441,-12443,516830,103223,4654661,971755,5.24,8.13,18.62,14.71,9,419000,260757,1572527
6235 華孚,12/31/2007,5707,-1044,-1830,4317890,82229,507178,11513,-91290,-232304,29395,-6799,-36647,0,-71066,-181279,0,-790,-8231,285441,-231389,4654982,876377,2.67,5.24,20.78,18.62,7.24,337092,213501,1079453
6235 華孚,12/31/2008,1395,-4312,-5356,2619473,-1698417,-1616188,-1696564,-1708077,-1799367,29683,288,-6511,0,0,-71066,0,0,-790,127276,-158165,2948679,382078,-36.25,2.67,21.5,20.78,11.16,329206,161718,934287
6235 華孚,12/31/2009,3225,1830,-2482,1714988,-904485,-2602902,-1097152,599412,-1108665,10055,-19628,-19340,0,0,0,0,0,0,422651,295375,1839100,266970,-41.05,-36.25,17.16,21.5,6.75,124112,78982,603582
6235 華孚,12/31/2010,1884,-1341,489,1432117,-282871,-1187356,-191612,905540,1504952,0,-10055,-29683,0,0,0,0,0,0,196796,-225855,1527850,239745,-10.33,-41.05,15.86,17.16,6.27,95733,58899,224268
6235 華孚,12/30/2011,1630,-254,-1595,1707456,275339,-7532,-20003,171609,1077149,0,0,-10055,0,0,0,188,188,188,74418,-122378,1885305,349694,-0.92,-10.33,22.28,15.86,9.43,177849,51763,101302
6239 力成,12/31/2003,15283,NA,NA,3883416,NA,NA,1039626,NA,NA,27599,NA,NA,261250,NA,NA,32485,NA,NA,506590,NA,7148649,5146827,33.82,NA,18.41,NA,45.68,3265233,1712997,1621267
6239 力成,12/31/2004,24674,9391,NA,7533633,3650217,NA,2630744,1591118,NA,43416,15817,NA,845000,583750,NA,59212,26727,NA,330576,-176014,13726694,10594490,39.49,33.82,14.56,18.41,45.12,6193061,3013560,2215136
6239 力成,12/30/2005,43254,18580,27971,10118957,2585324,6235541,3507967,877223,2468341,47233,3817,19634,1201500,356500,940250,92859,33647,60374,578349,247773,20258535,14972197,34.36,39.49,7.87,14.56,50.05,10139578,4420807,3566049
6239 力成,12/29/2006,64056,20802,39382,13519711,3400754,5986078,4823284,1315317,2192540,162851,115618,119435,1648500,447000,803500,182412,89553,123200,971591,393242,26935035,19245514,35.79,34.36,18.67,7.87,49.81,13415324,3607976,5854223
6239 力成,12/31/2007,64252,196,20998,17773587,4253876,7654630,6165611,1342327,2657644,302033,139182,254800,2225200,576700,1023700,331006,148594,238147,1778141,806550,37680092,25630916,34.74,35.79,10.81,18.67,52.83,19906505,7262337,8991991
6239 力成,12/31/2008,34441,-29811,-29615,21511734,3738147,7992023,6544688,379077,1721404,648875,346842,486024,1892400,-332800,243900,449756,118750,267344,4088445,2310304,43661935,25524071,36.34,34.74,11.87,10.81,50.73,22150201,8712673,14884120
6239 力成,12/31/2009,72628,38187,8376,25323343,3811609,7549756,4956230,-1588458,-1209381,675885,27010,373852,2464828,572428,239628,310821,-138935,-20185,8532697,4444252,48696334,22273044,30.23,36.34,16.29,11.87,48,23372991,14649042,19564990
